dt,final_reflection
5.0,1.410006285569894e+75
4.545454545454546,1.0176341194410645e+72
3.8461538461538463,1.151984089884312e+90
3.3333333333333335,3.602129508734234e+98
2.9411764705882355,1.224812200036733e+106
2.5,6.2973563156044605e+115
2.1739130434782608,7.532848063374821e+123
1.9230769230769231,3.6158445898642476e+130
1.6666666666666667,1.917575064070265e+137
1.4285714285714286,1.5861955440898376e+143
1.25,8.826909238648854e+145
1.0638297872340425,5.06688800604001e+146
0.9259259259259259,2.0108199491026473e+141
0.8064516129032258,1.0569548202400817e+133
0.704225352112676,5.687309894623904e+117
0.6097560975609756,3.680154288593785e+92
0.5263157894736842,1.5652432699273619e+46
0.45871559633027525,17872457561.21299
0.3968253968253968,1.7449307379212156
0.3448275862068966,2.3336006793044257
0.2994011976047904,2.7867346507849104
0.25906735751295334,2.4906947560695842
0.22522522522522523,1.8832337668069707
0.19607843137254902,2.5907382410082764
0.17006802721088435,1.703887913348517
0.14749262536873156,1.3346347580583757
0.1282051282051282,1.1655837407846505
0.111358574610245,1.0805627246019576
0.09671179883945841,1.036831229857015
0.08389261744966443,1.0140426293750222
0.0728862973760933,1.0024108468659363
0.06329113924050633,0.9964025925785185
0.054945054945054944,0.993332103715351
0.04770992366412214,0.991778908147015
0.04145936981757877,0.9909990825152755
0.03599712023038157,0.9906048360144887
0.031269543464665414,0.9904084401376794
0.02714440825190011,0.990310158803762
0.02358490566037736,0.9902616840316816
0.020475020475020474,0.9902375505852984
0.017787264318747775,0.9902257323340009
0.015446400988569663,0.9902199387495482
0.013415615776764154,0.990217147093528
0.011652295502213935,0.9902158306136281
0.010119409026512852,0.9902152360058218
0.008788890841975743,0.990214992292587
0.007632422530911311,0.9902149155019492
0.006628662335940607,0.9902149156936038
0.0057570523891767415,0.9902149489316115
0.005,0.9902149941704336
