dt,final_reflection
5.0,3.140712099753398e+60
4.545454545454546,2.217881665302122e+57
3.8461538461538463,2.1539354059866066e+70
3.3333333333333335,2.3492809506777186e+75
2.9411764705882355,3.237569262021117e+79
2.5,1.0135554929859111e+84
2.1739130434782608,4.001783509364537e+86
1.9230769230769231,1.4608079286802107e+88
1.6666666666666667,1.1255501804723662e+88
1.4285714285714286,3.424673124444298e+83
1.25,5.0227353155288595e+75
1.0638297872340425,6.804462642550536e+63
0.9259259259259259,6.963291806365412e+34
0.8064516129032258,4.487247717320408e+30
0.704225352112676,2.212184333874696e+19
0.6097560975609756,2060.614570374053
0.5263157894736842,5.999568632159292
0.45871559633027525,1.2489586362644385
0.3968253968253968,1.1151927656465657
0.3448275862068966,0.9684592478846961
0.2994011976047904,0.8879934429041324
0.25906735751295334,0.8447313646808043
0.22522522522522523,0.8228172890326854
0.19607843137254902,0.8113286947085457
0.17006802721088435,0.8051360071999663
0.14749262536873156,0.8019310702288807
0.1282051282051282,0.8003003026069646
0.111358574610245,0.799451948567538
0.09671179883945841,0.7990144945340671
0.08389261744966443,0.7987882617209
0.0728862973760933,0.7986735841494457
0.06329113924050633,0.7986144495096336
0.054945054945054944,0.7985840971506242
0.04770992366412214,0.798568604604568
0.04145936981757877,0.7985607457515719
0.03599712023038157,0.798556749466327
0.031269543464665414,0.7985547757079213
0.02714440825190011,0.798553828396385
0.02358490566037736,0.798553412172008
0.020475020475020474,0.798553259469359
0.017787264318747775,0.798553237897836
0.015446400988569663,0.7985532774046545
0.013415615776764154,0.7985533425402335
0.011652295502213935,0.7985534154765572
0.010119409026512852,0.7985534876212712
0.008788890841975743,0.7985535549085877
0.007632422530911311,0.7985536158921226
0.006628662335940607,0.7985536701586942
0.0057570523891767415,0.7985537179935083
0.005,0.7985537599201245
