dt,final_reflection
5.0,4.406542661224701e+55
4.545454545454546,2.854020172351306e+52
3.8461538461538463,6.168332299097733e+63
3.3333333333333335,5.172362475156949e+67
2.9411764705882355,3.43448318326607e+70
2.5,3.446960737241964e+73
2.1739130434782608,4.783369941341189e+74
1.9230769230769231,4.1602006167682474e+73
1.6666666666666667,6.18693847281133e+69
1.4285714285714286,8.296698444139224e+63
1.25,8.708458963769834e+53
1.0638297872340425,5.625916573809755e+34
0.9259259259259259,5.910474582686246e+25
0.8064516129032258,36409108226.72809
0.704225352112676,3.2587181828798775
0.6097560975609756,2.78528526981997
0.5263157894736842,1.6511121340961443
0.45871559633027525,1.2948405634792288
0.3968253968253968,1.1343406330905914
0.3448275862068966,1.0619273505194504
0.2994011976047904,1.026093545842026
0.25906735751295334,1.0078984750806697
0.22522522522522523,0.9991200769981766
0.19607843137254902,0.9947175686307165
0.17006802721088435,0.9924418729128827
0.14749262536873156,0.9913105193706517
0.1282051282051282,0.9907564520673151
0.111358574610245,0.9904787704111718
0.09671179883945841,0.9903409531705964
0.08389261744966443,0.9902725495916
0.0728862973760933,0.9902394573255356
0.06329113924050633,0.990223329939566
0.054945054945054944,0.9902156478011781
0.04770992366412214,0.9902121299660658
0.04145936981757877,0.9902106356737445
0.03599712023038157,0.9902101007804748
0.031269543464665414,0.9902100194709405
0.02714440825190011,0.9902101383621762
0.02358490566037736,0.990210334195133
0.020475020475020474,0.9902105515290418
0.017787264318747775,0.9902107620209193
0.015446400988569663,0.990210956440497
0.013415615776764154,0.9902111304842356
0.011652295502213935,0.9902112841702334
0.010119409026512852,0.9902114189674912
0.008788890841975743,0.9902115365005785
0.007632422530911311,0.9902116388751707
0.006628662335940607,0.9902117278023832
0.0057570523891767415,0.9902118050291103
0.005,0.9902118720880989
