dt,final_reflection
5.0,1.2732610823474927e+64
4.545454545454546,9.410832680993966e+60
3.8461538461538463,1.6805566672305393e+75
3.3333333333333335,1.388738769398869e+81
2.9411764705882355,1.3747031883466847e+86
2.5,7.430199156610305e+91
2.1739130434782608,1.3219886039454667e+96
1.9230769230769231,3.116403320200545e+98
1.6666666666666667,7.455314839326429e+99
1.4285714285714286,1.5414897860880597e+99
1.25,1.4037983977419187e+95
1.0638297872340425,1.311552203179594e+82
0.9259259259259259,2.704636184239335e+68
0.8064516129032258,4.920398429673319e+47
0.704225352112676,6.779440134451436e+27
0.6097560975609756,5.921871413455199e+16
0.5263157894736842,83.20178282556451
0.45871559633027525,5.049101072640621
0.3968253968253968,0.802841294668223
0.3448275862068966,0.5679294371361552
0.2994011976047904,0.568827702752655
0.25906735751295334,0.545109517716399
0.22522522522522523,0.5280652220373382
0.19607843137254902,0.5174852678133074
0.17006802721088435,0.5111044077819878
0.14749262536873156,0.5075036893508472
0.1282051282051282,0.5055379745433117
0.111358574610245,0.5044520525212788
0.09671179883945841,0.5038611482060601
0.08389261744966443,0.5035400140391021
0.0728862973760933,0.5033694174737295
0.06329113924050633,0.5032773709049693
0.054945054945054944,0.5032279233791678
0.04770992366412214,0.5032014554682188
0.04145936981757877,0.5031873124276921
0.03599712023038157,0.5031796684273684
0.031269543464665414,0.5031755864179968
0.02714440825190011,0.5031733974144482
0.02358490566037736,0.503172245891078
0.020475020475020474,0.5031716417461327
0.017787264318747775,0.5031713375218392
0.015446400988569663,0.5031711916858594
0.013415615776764154,0.503171130418064
0.011652295502213935,0.5031711130336994
0.010119409026512852,0.5031711176800227
0.008788890841975743,0.5031711326247102
0.007632422530911311,0.5031711516608061
0.006628662335940607,0.5031711715356963
0.0057570523891767415,0.5031711906552496
0.005,0.5031712082969757
