dt,final_reflection
5.0,1.464933940512443e+75
4.545454545454546,1.0726936056541806e+72
3.8461538461538463,1.2366741913629238e+90
3.3333333333333335,3.9358418957291035e+98
2.9411764705882355,1.3479342027162822e+106
2.5,6.961282833779493e+115
2.1739130434782608,8.271324388646747e+123
1.9230769230769231,3.902366317841162e+130
1.6666666666666667,2.077321587740921e+137
1.4285714285714286,1.6599585301569797e+143
1.25,9.17583409859529e+145
1.0638297872340425,4.9141574618210255e+146
0.9259259259259259,1.9271364194572227e+141
0.8064516129032258,9.14571909048688e+132
0.704225352112676,4.089370317565398e+117
0.6097560975609756,2.0448508275393873e+92
0.5263157894736842,2.3256265942944157e+45
0.45871559633027525,5314446.074246821
0.3968253968253968,2.704634578102534
0.3448275862068966,3.9072099496113983
0.2994011976047904,1.9172531766038734
0.25906735751295334,1.2721111581753022
0.22522522522522523,1.0083128342941658
0.19607843137254902,0.6727628005815263
0.17006802721088435,0.608447356820363
0.14749262536873156,0.570983082222111
0.1282051282051282,0.5428294972265589
0.111358574610245,0.5252422476190453
0.09671179883945841,0.5150002528337898
0.08389261744966443,0.5092096134099602
0.0728862973760933,0.506069495657592
0.06329113924050633,0.5043643691470638
0.054945054945054944,0.503452413657024
0.04770992366412214,0.5029703767437399
0.04145936981757877,0.5027174520437857
0.03599712023038157,0.5025836386997856
0.031269543464665414,0.5025137136817229
0.02714440825190011,0.5024768984705109
0.02358490566037736,0.5024577239622884
0.020475020475020474,0.5024475994248181
0.017787264318747775,0.5024423109989512
0.015446400988569663,0.5024395253925533
0.013415615776764154,0.5024380672388672
0.011652295502213935,0.5024373068491258
0.010119409026512852,0.5024369142249753
0.008788890841975743,0.5024367161967552
0.007632422530911311,0.5024366204012353
0.006628662335940607,0.5024365781816665
0.0057570523891767415,0.5024365635544329
0.005,0.5024365627698559
