dt,final_reflection
5.0,3.205131520426327e+60
4.545454545454546,2.3362447451356094e+57
3.8461538461538463,2.3893481457402655e+70
3.3333333333333335,2.750750249917981e+75
2.9411764705882355,3.7977343960914754e+79
2.5,1.1941076535058692e+84
2.1739130434782608,4.7571483832897856e+86
1.9230769230769231,1.5899893297814247e+88
1.6666666666666667,1.1026352339574454e+88
1.4285714285714286,3.2609850122080125e+83
1.25,4.375135145466229e+75
1.0638297872340425,4.106597220191232e+63
0.9259259259259259,1.465737607892243e+34
0.8064516129032258,9.285081154270821e+29
0.704225352112676,3.532392983395121e+18
0.6097560975609756,316.5578684186585
0.5263157894736842,1.319466285245054
0.45871559633027525,0.6192549266676186
0.3968253968253968,0.5644784779649029
0.3448275862068966,0.5522971665929746
0.2994011976047904,0.5339065878292325
0.25906735751295334,0.5207115156802329
0.22522522522522523,0.512910730471767
0.19607843137254902,0.5083868000495086
0.17006802721088435,0.5057506815067891
0.14749262536873156,0.5042925430660578
0.1282051282051282,0.5035054679412482
0.111358574610245,0.503073062866952
0.09671179883945841,0.5028380993945917
0.08389261744966443,0.5027101903723253
0.0728862973760933,0.5026419774364643
0.06329113924050633,0.5026049809601344
0.054945054945054944,0.5025849927627081
0.04770992366412214,0.5025742375251652
0.04145936981757877,0.5025684702102355
0.03599712023038157,0.5025653526807953
0.031269543464665414,0.5025636975910394
0.02714440825190011,0.502562824310348
0.02358490566037736,0.5025623805311744
0.020475020475020474,0.5025621633661178
0.017787264318747775,0.5025620690527509
0.015446400988569663,0.5025620384269559
0.013415615776764154,0.5025620403172623
0.011652295502213935,0.5025620577006739
0.010119409026512852,0.5025620815568336
0.008788890841975743,0.5025621071205238
0.007632422530911311,0.5025621320436788
0.006628662335940607,0.5025621551794495
0.0057570523891767415,0.5025621761052573
0.005,0.5025621947453212
