dt,final_reflection
5.0,3.098170507614505e+73
4.545454545454546,2.2693528437122527e+70
3.8461538461538463,6.962743625657757e+87
3.3333333333333335,9.163911771919632e+95
2.9411764705882355,1.3085543826456774e+103
2.5,1.8200966284470202e+112
2.1739130434782608,5.534986517085524e+119
1.9230769230769231,4.8678467698170396e+125
1.6666666666666667,7.512313347735409e+131
1.4285714285714286,1.9858947846182334e+136
1.25,4.8718417270398854e+138
1.0638297872340425,3.941453293941496e+136
0.9259259259259259,1.3621747516995487e+131
0.8064516129032258,5.866314096602871e+120
0.704225352112676,1.5763395649697733e+104
0.6097560975609756,3.047994036278427e+67
0.5263157894736842,2.1405314043335315e+32
0.45871559633027525,4.366157488475016
0.3968253968253968,15.211806952122213
0.3448275862068966,3.248694607720405
0.2994011976047904,1.6364281605350746
0.25906735751295334,1.13643093519509
0.22522522522522523,0.7880173798030986
0.19607843137254902,0.6110799778728256
0.17006802721088435,0.579368590142014
0.14749262536873156,0.5482627215866877
0.1282051282051282,0.5285411021934621
0.111358574610245,0.5168010237200158
0.09671179883945841,0.5101298752898993
0.08389261744966443,0.5064158004892758
0.0728862973760933,0.5044224335222445
0.06329113924050633,0.5033473033880793
0.054945054945054944,0.502774632054794
0.04770992366412214,0.5024725129742992
0.04145936981757877,0.5023140207556345
0.03599712023038157,0.5022300697955724
0.031269543464665414,0.5021861038264054
0.02714440825190011,0.5021628884890995
0.02358490566037736,0.5021507577337098
0.020475020475020474,0.5021443320606661
0.017787264318747775,0.502140967176288
0.015446400988569663,0.5021391929083258
0.013415615776764154,0.5021382657577532
0.011652295502213935,0.5021377855070414
0.010119409026512852,0.5021375414060913
0.008788890841975743,0.5021374223135477
0.007632422530911311,0.502137368705897
0.006628662335940607,0.5021373490958412
0.0057570523891767415,0.5021373466442027
0.005,0.5021373524444808
