dt,final_reflection
5.0,1.4540042114475332e+75
4.545454545454546,1.0515681691975905e+72
3.8461538461538463,1.1892346378673174e+90
3.3333333333333335,3.72262068514022e+98
2.9411764705882355,1.263762200937421e+106
2.5,6.482500490444345e+115
2.1739130434782608,7.72082742928516e+123
1.9230769230769231,3.682055276398588e+130
1.6666666666666667,1.9535028028697966e+137
1.4285714285714286,1.5991140423686315e+143
1.25,8.880769860875043e+145
1.0638297872340425,5.000591047092567e+146
0.9259259259259259,1.9769571765262756e+141
0.8064516129032258,1.0100215667483516e+133
0.704225352112676,5.160593772125797e+117
0.6097560975609756,3.067800835672847e+92
0.5263157894736842,6.900936859137827e+45
0.45871559633027525,18017278.245050155
0.3968253968253968,2.2643315112455316
0.3448275862068966,3.150162502116051
0.2994011976047904,2.611655258035078
0.25906735751295334,2.0326997073430397
0.22522522522522523,1.5528108572257213
0.19607843137254902,1.17523233894499
0.17006802721088435,1.1838841597217973
0.14749262536873156,1.0044526408231824
0.1282051282051282,0.9086294312098493
0.111358574610245,0.8569183364306531
0.09671179883945841,0.8292613654248082
0.08389261744966443,0.8144921929533983
0.0728862973760933,0.8068212294368591
0.06329113924050633,0.8028029124538616
0.054945054945054944,0.8007230984907374
0.04770992366412214,0.7996578712105099
0.04145936981757877,0.7991161811785447
0.03599712023038157,0.798838595698093
0.031269543464665414,0.7986982668373069
0.02714440825190011,0.7986268975071904
0.02358490566037736,0.7985910560203102
0.020475020475020474,0.7985728460472165
0.017787264318747775,0.7985637180411759
0.015446400988569663,0.7985591190763488
0.013415615776764154,0.7985568275190023
0.011652295502213935,0.7985556986473629
0.010119409026512852,0.798555155527078
0.008788890841975743,0.7985549073403583
0.007632422530911311,0.7985548057621104
0.006628662335940607,0.7985547760632148
0.0057570523891767415,0.7985547803187488
0.005,0.7985547995208877
