n_tab,reflection_tab
0,0.9740647236051765
1,0.9995043272457065
2,0.9995043272457065
3,0.9995007248891252
4,0.9995007248891252
5,0.9995028061996809
6,0.9995028061996809
7,0.9995025140925802
8,0.9995025140925802
9,0.9995025575829902
10,0.9995025575829902
