n_tab,reflection_tab
0,0.9946445427113172
1,0.9995017876506638
2,0.9995017876506638
3,0.9995051251816494
4,0.9995051251816494
5,0.9995050351201835
6,0.9995050351201835
7,0.9995050382769356
8,0.9995050382769356
9,0.999505038248655
10,0.999505038248655
