n_tab,reflection_tab
0,0.9740647236051703
1,0.9995043272457074
2,0.9995043272457074
3,0.999500724889126
4,0.999500724889126
5,0.9995028061996827
6,0.9995028061996827
7,0.9995025140925811
8,0.9995025140925811
9,0.999502557582989
10,0.999502557582989
