n_tab,reflection_tab
0,0.9322139620919735
1,0.9995095004025436
2,0.9995095004025436
3,0.9994917673031114
4,0.9994917673031114
5,0.9994962164506207
6,0.9994962164506207
7,0.9994956912107169
8,0.9994956912107169
9,0.9994957505320652
10,0.9994957505320652
