n_tab,reflection_tab
0,0.9970539543502027
1,0.8665916411407075
2,0.8745650602420112
3,0.878287811452521
4,0.8778996431353102
5,0.8775327793043112
6,0.8775260472203916
7,0.8775645048316602
8,0.8775706604296878
9,0.8775669872011169
10,0.87756569799061
