n_tab,reflection_tab
0,0.920602434932589
1,0.8622358682700016
2,0.8622358682700016
3,0.8658695400317141
4,0.8658695400317091
5,0.8654922292453492
6,0.8654922292453492
7,0.8655390340786363
8,0.8655390340786363
9,0.8655327142342302
10,0.8655327142342302
