n_tab,reflection_tab
0,0.8982002899061463
1,0.8619051743438302
2,0.8619051743438302
3,0.8626926845195051
4,0.8626926845195053
5,0.862663173975692
6,0.862663173975692
7,0.8626644914458271
8,0.8626644914458271
9,0.8626644274022138
10,0.8626644274022138
