n_tab,reflection_tab
0,0.8127531462091337
1,0.8614649717359013
2,0.8520453093031763
3,0.8521346349631371
4,0.8532101102020967
5,0.8533148786660623
6,0.8531932834199807
7,0.8531705722816812
8,0.8531840467037605
9,0.8531880089582031
10,0.8531865895995533
