ir_tab,uv_tab,reflection_tab
6.283185307179586,50.26548245743669,0.5020790345474436
6.283185307179586,79.58701389094142,0.5025376958748313
6.283185307179586,108.90854532444617,0.5025618330602108
6.283185307179586,138.2300767579509,0.5028325571362875
6.283185307179586,167.55160819145564,0.5030236395086867
6.283185307179586,196.87313962496037,0.5034603798586059
6.283185307179586,226.19467105846513,0.5043440258919957
6.283185307179586,255.51620249196986,0.5055541770799675
6.283185307179586,284.8377339254746,0.5073124463149926
6.283185307179586,314.1592653589793,0.509786034262466
