n_tab,reflection_tab
0,0.9977522270930238
1,0.8840917363140363
2,0.9123387285042006
3,0.9324040490620393
4,0.9253349399346146
5,0.9180631385246008
6,0.9192150517533152
7,0.9224288876477003
8,0.9224573073299315
9,0.9211181626909932
10,0.9208058950677889
