n_tab,reflection_tab
0,0.9883234417940954
1,0.9995039342901729
2,0.9995039342901729
3,0.9995054438930937
4,0.9995054438930937
5,0.9995054225752499
6,0.9995054225752499
7,0.9995054228449848
8,0.9995054228449848
9,0.9995054228605392
10,0.9995054228605392
