n_tab,reflection_tab
0,0.8619256067857383
1,0.8609491668094619
2,0.8434579682144278
3,0.8465720222469799
4,0.8513672599097424
5,0.8514069876597592
6,0.8500612399537629
7,0.8499132685897202
8,0.8502931654947581
9,0.8503680052202491
10,0.8502611962180727
