n_tab,reflection_tab
0,0.946235461048456
1,0.8624731899108226
2,0.8647853329061731
3,0.8656375493548665
4,0.8655432917857007
5,0.8655106762547203
6,0.8655143862795703
7,0.8655158639410125
8,0.8655157272327958
9,0.8655156550983518
10,0.8655156594421906
