n_tab,reflection_tab
0,0.9902407323970606
1,0.8651287124914293
2,0.873107454809857
3,0.8767978388168982
4,0.8762558358938703
5,0.8758817787467326
6,0.8759035962049583
7,0.8759464286398804
8,0.8759486350569039
9,0.875943764901916
10,0.8759429140307173
