n_tab,reflection_tab
0,0.9325538021170545
1,0.99951955580976
2,0.99951955580976
3,0.9988607105767495
4,0.9988607105767495
5,0.9992973631931283
6,0.9992973631931283
7,0.9991277426004173
8,0.9991277426004173
9,0.9992056913567698
10,0.9992056913567698
