n_tab,reflection_tab
0,0.9834877014500542
1,0.9995040035886474
2,0.9995040035886474
3,0.9994604132335345
4,0.9994604132335345
5,0.9994903674757648
6,0.9994903674757648
7,0.9994818180737205
8,0.9994818180737205
9,0.9994847385283394
10,0.9994847385283394
