n_tab,reflection_tab
0,0.9834877014500588
1,0.9995040035886481
2,0.9995040035886481
3,0.9994604132335351
4,0.9994604132335351
5,0.9994903674757646
6,0.9994903674757646
7,0.9994818180737204
8,0.9994818180737204
9,0.9994847385283373
10,0.9994847385283373
