n_tab,reflection_tab
0,0.9827764564342748
1,0.8674282112341009
2,0.881754913324536
3,0.8925951097235231
4,0.8891530205875595
5,0.8867180390747986
6,0.8875357716124173
7,0.8881956422484922
8,0.8880015220929967
9,0.8878086153472755
10,0.8878510458730778
