n_tab,reflection_tab
0,0.8618968947082083
1,0.8616377943523884
2,0.8586657750610102
3,0.8593200780268853
4,0.859562011966382
5,0.8595463181938311
6,0.8595266175366643
7,0.8595265100571378
8,0.8595281123650055
9,0.8595281934414649
10,0.859528063345746
