n_tab,reflection_tab
0,0.9326617525635736
1,0.8644653806615407
2,0.8644653806615407
3,0.8707002635341965
4,0.8707002635341965
5,0.869770120948718
6,0.869770120948718
7,0.869936352195591
8,0.869936352195591
9,0.8699040340151358
10,0.8699040340151358
