n_tab,reflection_tab
0,0.7815521371572729
1,0.8609484569210422
2,0.8163885008474925
3,0.8142050377105792
4,0.8295012293886727
5,0.833237754253083
6,0.8281260531246674
7,0.825510995429766
8,0.8272792261763028
9,0.8287124109087634
10,0.8282463849603604
