n_tab,reflection_tab
0,0.9997120617815549
1,0.9994941778594968
2,0.9994941778594968
3,0.9995154232337754
4,0.9995154232337754
5,0.9995122721902391
6,0.9995122721902391
7,0.9995128358023978
8,0.9995128358023978
9,0.9995127262426708
10,0.9995127262426708
