n_tab,reflection_tab
0,0.953929491458619
1,0.9995061513853792
2,0.9995061513853792
3,0.9995037344453793
4,0.9995037344453793
5,0.9995060458974694
6,0.9995060458974694
7,0.9995057490409888
8,0.9995057490409888
9,0.9995057888601911
10,0.9995057888601911
