n_tab,reflection_tab
0,0.9963944662526276
1,0.99950134586909
2,0.99950134586909
3,0.9995041748940809
4,0.9995041748940809
5,0.9995040753550488
6,0.9995040753550488
7,0.9995040797757869
8,0.9995040797757869
9,0.9995040795629616
10,0.9995040795629616
