n_tab,reflection_tab
0,0.9305632825528444
1,0.999492301378512
2,0.999492301378512
3,0.9986234186304519
4,0.9986234186304519
5,0.9991490634360398
6,0.9991490634360398
7,0.998939649753541
8,0.998939649753541
9,0.9990344744486686
10,0.9990344744486686
