n_tab,reflection_tab
0,0.9561598095278637
1,0.8635387658460342
2,0.8690189272607758
3,0.8726618049986292
4,0.8719908458424723
5,0.8716152146719334
6,0.8716964951035251
7,0.8717427506453466
8,0.8717330416104476
9,0.8717268515605001
10,0.8717279744224783
