omega,j,k,W,F_real,F_imag,reference_Omega,reference_d
30.068987760387728,4,1,0.0008,-0.026264792000942297,-0.5134722505277707,31.41592653589793,1.0
30.068987760387728,4,2,0.0008,-0.12116542182658854,0.008832176213140957,31.41592653589793,1.0
30.068987760387728,4,3,0.0008,0.1549971247013554,0.4930080680906366,31.41592653589793,1.0
30.068987760387728,4,4,0.0008,-0.12279914370052965,-0.3911397542486391,31.41592653589793,1.0
30.15062041344895,0,0,0.0008,-0.057784329172498455,-0.40880378746059043,31.41592653589793,1.0
30.15062041344895,0,1,0.0008,0.06895746731219263,0.49988261755495017,31.41592653589793,1.0
30.15062041344895,0,2,0.0008,-0.12716288565497816,0.008989050646942394,31.41592653589793,1.0
30.15062041344895,0,3,0.0008,0.06943212955540717,-0.5208048451060221,31.41592653589793,1.0
30.15062041344895,0,4,0.0008,0.06516142258831031,0.3775351163835703,31.41592653589793,1.0
30.15062041344895,1,0,0.0008,0.06895746731219254,0.4998826175549498,31.41592653589793,1.0
30.15062041344895,1,1,0.0008,-0.06890717589737289,-0.6717256963563089,31.41592653589793,1.0
30.15062041344895,1,2,0.0008,0.27407926729812027,0.004398242299044758,31.41592653589793,1.0
30.15062041344895,1,3,0.0008,-0.3318390213774678,0.6571774597335818,31.41592653589793,1.0
30.15062041344895,1,4,0.0008,0.06943212955540684,-0.5208048451060223,31.41592653589793,1.0
30.15062041344895,2,0,0.0008,-0.12716288565497835,0.008989050646942623,31.41592653589793,1.0
30.15062041344895,2,1,0.0008,0.2740792672981208,0.004398242299044924,31.41592653589793,1.0
30.15062041344895,2,2,0.0008,-0.3326356006153841,-0.017947280842992547,31.41592653589793,1.0
30.15062041344895,2,3,0.0008,0.2740792672981208,0.004398242299043897,31.41592653589793,1.0
30.15062041344895,2,4,0.0008,-0.12716288565497827,0.008989050646942935,31.41592653589793,1.0
30.15062041344895,3,0,0.0008,0.0694321295554073,-0.5208048451060224,31.41592653589793,1.0
30.15062041344895,3,1,0.0008,-0.331839021377468,0.6571774597335819,31.41592653589793,1.0
30.15062041344895,3,2,0.0008,0.27407926729812093,0.004398242299043897,31.41592653589793,1.0
30.15062041344895,3,3,0.0008,-0.06890717589737326,-0.6717256963563073,31.41592653589793,1.0
30.15062041344895,3,4,0.0008,0.06895746731219281,0.4998826175549494,31.41592653589793,1.0
30.15062041344895,4,0,0.0008,0.06516142258831019,0.3775351163835706,31.41592653589793,1.0
30.15062041344895,4,1,0.0008,0.0694321295554072,-0.5208048451060227,31.41592653589793,1.0
30.15062041344895,4,2,0.0008,-0.12716288565497857,0.008989050646943138,31.41592653589793,1.0
30.15062041344895,4,3,0.0008,0.06895746731219292,0.49988261755494945,31.41592653589793,1.0
30.15062041344895,4,4,0.0008,-0.05778432917249869,-0.4088037874605902,31.41592653589793,1.0
30.232253066510175,0,0,0.0008,0.007003060115560122,-0.4025791185725837,31.41592653589793,1.0
30.232253066510175,0,1,0.0008,-0.010656876929615144,0.47598164178261887,31.41592653589793,1.0
30.232253066510175,0,2,0.0008,-0.13406656437312323,0.00917318624516373,31.41592653589793,1.0
30.232253066510175,0,3,0.0008,0.1600542494195531,-0.4974083884358844,31.41592653589793,1.0
30.232253066510175,0,4,0.0008,-0.004243325970127665,0.3722431728276504,31.41592653589793,1.0
30.232253066510175,1,0,0.0008,-0.010656876929614978,0.47598164178261915,31.41592653589793,1.0
30.232253066510175,1,1,0.0008,0.02055363456340953,-0.6211519948462721,31.41592653589793,1.0
30.232253066510175,1,2,0.0008,0.29314318054950955,0.0051604465367861285,31.41592653589793,1.0
30.232253066510175,1,3,0.0008,-0.4501563455148794,0.6056048822932535,31.41592653589793,1.0
30.232253066510175,1,4,0.0008,0.1600542494195527,-0.49740838843588453,31.41592653589793,1.0
30.232253066510175,2,0,0.0008,-0.13406656437312292,0.00917318624516289,31.41592653589793,1.0
30.232253066510175,2,1,0.0008,0.29314318054950855,0.005160446536786906,31.41592653589793,1.0
30.232253066510175,2,2,0.0008,-0.3583765398410534,-0.01918061064664056,31.41592653589793,1.0
30.232253066510175,2,3,0.0008,0.2931431805495085,0.00516044653678574,31.41592653589793,1.0
30.232253066510175,2,4,0.0008,-0.13406656437312242,0.009173186245164076,31.41592653589793,1.0
30.232253066510175,3,0,0.0008,0.16005424941955232,-0.4974083884358836,31.41592653589793,1.0
30.232253066510175,3,1,0.0008,-0.4501563455148778,0.6056048822932523,31.41592653589793,1.0
30.232253066510175,3,2,0.0008,0.2931431805495076,0.005160446536786441,31.41592653589793,1.0
30.232253066510175,3,3,0.0008,0.020553634563411166,-0.6211519948462713,31.41592653589793,1.0
30.232253066510175,3,4,0.0008,-0.010656876929616171,0.47598164178261826,31.41592653589793,1.0
30.232253066510175,4,0,0.0008,-0.004243325970127429,0.37224317282764985,31.41592653589793,1.0
30.232253066510175,4,1,0.0008,0.16005424941955207,-0.4974083884358836,31.41592653589793,1.0
30.232253066510175,4,2,0.0008,-0.13406656437312184,0.00917318624516323,31.41592653589793,1.0
30.232253066510175,4,3,0.0008,-0.010656876929616366,0.47598164178261854,31.41592653589793,1.0
30.232253066510175,4,4,0.0008,0.007003060115560941,-0.4025791185725834,31.41592653589793,1.0
30.3138857195714,0,0,0.0008,0.06089110963752921,-0.37719119410138063,31.41592653589793,1.0
30.3138857195714,0,1,0.0008,-0.0711602222440651,0.42996714679209036,31.41592653589793,1.0
30.3138857195714,0,2,0.0008,-0.14208427476241267,0.009386448054742515,31.41592653589793,1.0
30.3138857195714,0,3,0.0008,0.23322881318799224,-0.4519504226941347,31.41592653589793,1.0
30.3138857195714,0,4,0.0008,-0.06336160770822188,0.3478488610707404,31.41592653589793,1.0
30.3138857195714,1,0,0.0008,-0.07116022224406524,0.42996714679209014,31.41592653589793,1.0
30.3138857195714,1,1,0.0008,0.07890240176567079,-0.5466558100233871,31.41592653589793,1.0
30.3138857195714,1,2,0.0008,0.31515352454733936,0.006094908635755264,31.41592653589793,1.0
30.3138857195714,1,3,0.0008,-0.541792310222838,0.5298871003072213,31.41592653589793,1.0
30.3138857195714,1,4,0.0008,0.23322881318799235,-0.4519504226941344,31.41592653589793,1.0
30.3138857195714,2,0,0.0008,-0.14208427476241264,0.009386448054742647,31.41592653589793,1.0
30.3138857195714,2,1,0.0008,0.31515352454733964,0.006094908635754959,31.41592653589793,1.0
30.3138857195714,2,2,0.0008,-0.3880249246677851,-0.02067570463074117,31.41592653589793,1.0
30.3138857195714,2,3,0.0008,0.31515352454733975,0.006094908635755486,31.41592653589793,1.0
