ir_tab,uv_tab,reflection_tab
21.991148575128552,28.274333882308138,
17.766248109956074,32.499234347480616,0.314063612026464
13.541347644783592,36.7241348126531,0.3826856477515084
9.316447179611112,40.94903527782558,0.4135026818103903
5.091546714438632,45.173935742998054,0.43149170457959474
0.8666462492661502,49.398836208170536,0.4435104215807798
-3.358254215906328,53.62373667334302,0.45191474513354235
-7.58315468107881,57.8486371385155,0.45821008474811553
-11.808055146251291,62.07353760368798,0.4631049550656113
-16.032955611423773,66.29843806886046,0.46707392466172915
-20.257856076596255,70.52333853403294,0.4702703045031135
-24.482756541768723,74.74823899920541,0.47293583121731886
-28.707657006941204,78.9731394643779,0.4751929020982511
-32.932557472113686,83.19803992955038,0.47715576048375674
-37.15745793728617,87.42294039472286,0.4788314884254175
-41.38235840245865,91.64784085989534,0.4802991115902778
-45.60725886763113,95.87274132506782,0.48159535544223675
-49.83215933280361,100.0976417902403,0.48276509374981325
-54.057059797976095,104.32254225541278,0.4837968127356246
-58.28196026314858,108.54744272058527,0.4847268234841325
-62.50686072832106,112.77234318575775,0.4855698378188541
-66.73176119349353,116.99724365093022,0.4863488951815236
-70.95666165866601,121.2221441161027,0.48705123342409506
-75.18156212383849,125.44704458127518,0.4876972375732194
-79.40646258901097,129.67194504644766,0.48829401587582777
-83.63136305418345,133.89684551162014,0.48885560198582256
-87.85626351935593,138.12174597679262,0.4893707653748973
-92.08116398452842,142.3466464419651,0.489852600741835
-96.30606444970088,146.5715469071376,0.4903050707302852
-100.53096491487338,150.79644737231007,0.490737857040183
