ir_tab,uv_tab,reflection_tab
21.991148575128552,28.274333882308138,
17.766248109956074,32.499234347480616,0.6070660722939362
13.541347644783592,36.7241348126531,0.8671787061499664
9.316447179611112,40.94903527782558,0.9276204668432764
5.091546714438632,45.173935742998054,0.9522104928022957
0.8666462492661502,49.398836208170536,0.9648434584524004
-3.358254215906328,53.62373667334302,0.9720183838674358
-7.58315468107881,57.8486371385155,0.9765484943283885
-11.808055146251291,62.07353760368798,0.9795915477038281
-16.032955611423773,66.29843806886046,0.9817610601318542
-20.257856076596255,70.52333853403294,0.9833194866310365
-24.482756541768723,74.74823899920541,0.9844933742685558
-28.707657006941204,78.9731394643779,0.9854000530759066
-32.932557472113686,83.19803992955038,0.98612507862589
-37.15745793728617,87.42294039472286,0.9866987319910898
-41.38235840245865,91.64784085989534,0.9871681929531461
-45.60725886763113,95.87274132506782,0.9875585958910484
-49.83215933280361,100.0976417902403,0.9878928529695479
-54.057059797976095,104.32254225541278,0.9881750270260213
-58.28196026314858,108.54744272058527,0.988420921873774
-62.50686072832106,112.77234318575775,0.9886387247918811
-66.73176119349353,116.99724365093022,0.9888377651261202
-70.95666165866601,121.2221441161027,0.9890175758731226
-75.18156212383849,125.44704458127518,0.9891856559467355
-79.40646258901097,129.67194504644766,0.9893457726217677
-83.63136305418345,133.89684551162014,0.9895035014530222
-87.85626351935593,138.12174597679262,0.9896571468614646
-92.08116398452842,142.3466464419651,0.9898116888579146
-96.30606444970088,146.5715469071376,0.9899695607469597
-100.53096491487338,150.79644737231007,0.990135544708816
