ir_tab,uv_tab,reflection_tab
15.707963267948966,21.991148575128552,
11.483062802776486,26.21604904030103,
7.258162337604006,30.44094950547351,
3.0332618724315257,34.66584997064599,0.677437727590476
-1.1916385927409543,38.890750435818475,0.8174989814833784
-5.416539057913436,43.11565090099096,0.8788871370129078
-9.641439523085914,47.34055136616343,0.9115986263020815
-13.866339988258396,51.56545183133591,0.9315878018730129
-18.091240453430878,55.790352296508395,0.9447605498139786
-22.31614091860336,60.01525276168088,0.9540386515443496
-26.54104138377584,64.24015322685335,0.9606496649705514
-30.76594184894831,68.46505369202583,0.9656011361331075
-34.99084231412079,72.68995415719831,0.9694085202835498
-39.21574277929327,76.9148546223708,0.9724408152484214
-43.440643244465754,81.13975508754328,0.9748296889666735
-47.665543709638236,85.36465555271576,0.9767744167655462
-51.89044417481072,89.58955601788824,0.9783803686745066
-56.1153446399832,93.81445648306072,0.9797421132165024
-60.34024510515568,98.0393569482332,0.9808764834925204
-64.56514557032816,102.26425741340569,0.9818475256989705
-68.79004603550064,106.48915787857817,0.9826876126134689
-73.01494650067312,110.71405834375062,0.9834322357046628
-77.2398469658456,114.9389588089231,0.9840796691667821
-81.46474743101808,119.16385927409559,0.9846575688011913
-85.68964789619056,123.38875973926807,0.9851789458866608
-89.91454836136305,127.61366020444055,0.9856613477172759
-94.13944882653553,131.83856066961303,0.986099689612164
-98.36434929170801,136.0634611347855,0.9865090102158331
-102.58924975688046,140.288361599958,0.9868958801557116
-106.81415022205297,144.51326206513048,0.9872714634412523
